altitude_km,inclinacao_graus,excentricidade,distancia_miss_km,velocidade_relativa_kms,rcs_objeto1_m2,rcs_objeto2_m2,cov_radial,cov_transversal,cov_normal,tempo_tca_horas,obj1_ativo,obj2_debris,indice_solar_f107,pc_foster,nivel_risco
874.1722139252524,16.370106974293087,0.030477657806791878,1.381229161872084,7.4878576309525995,0.6796158804308269,0.32530642678748545,239.9663809416592,2105.6596689851335,361.8649406841633,33.12542438802474,1,1,132.51780386167974,0.0012253204673864828,3
1911.2857515378491,16.42668319625513,0.07786755774911074,2.3521360222011216,12.687388654707785,10.671338603676615,2.79927543050063,634.4832352138164,490.42135750303464,556.6744587894741,61.040866728475066,0,1,114.98819321146317,0.00163726040014086,3
1517.5890952605291,3.593799839487211,0.0054341747774687655,0.825140624730759,12.775845678150494,1.5261316636290994,0.019387389771778393,1076.548828830228,455.8587043152663,271.0348434662812,71.19719661970159,1,1,114.81075499864643,0.0033429387831932335,3
1277.585271554666,72.16739747643277,0.014831976427773116,2.38809258331198,10.505954102830586,2.8951575883791008,14.866800647111086,2.61307552266976,784.7945831030422,460.38467325096326,5.649906599719048,1,0,173.06658606009086,0.0024743002788527495,3
480.83355279638573,65.0528437069369,0.0031280688427138977,2.408870160319554,12.029071143024725,1.3871031487873964,1.44905848529674,1356.1535185206942,14.311120576776073,414.81618006491635,3.746826159984814,0,1,137.01654567305644,0.0021214025068384155,3
480.7901366051648,46.51382582348176,0.01142069340817184,2.4443586375985857,9.886938637773286,0.27953485960038416,0.5620314823795999,358.22339639829283,2289.5122763596614,254.4055538106407,11.19566375830537,1,1,143.88265088801109,0.0008095695059771491,2
304.55050190275904,82.72870399898132,0.09016618259708159,1.3666032622055402,10.70159530302774,6.690680842307435,3.102789245207114,603.2076931063071,625.7749109556175,112.26983401005303,27.982431815005754,0,0,71.70780924057857,0.005962044558720731,3
1759.1170623948833,78.9556749891052,0.04119991170391454,4.937531016732848,13.49497264769177,3.507307246440011,0.04445390180195057,967.669096434092,3376.7807790881784,410.8691201601636,9.869517953898416,0,0,146.9383332732156,0.0002904957458204299,2
1282.0070211377758,57.36472771088171,0.006842273131160132,1.3535406761020226,11.87595500206451,52.376355367756155,0.1833310710418074,314.7142092111222,889.9904079757092,69.50259040667096,62.752510149741056,1,0,151.21693855900952,0.010402146214672617,3
1474.5306400328818,85.09058549029935,0.07862437049155717,1.2066385740616785,9.492176685002125,0.35938103681567485,0.48775805827012064,900.8263431517405,1307.6856089795942,453.54142050676154,2.154956948435062,1,1,114.0664550924499,0.003495160015683055,3
237.05208973244441,20.172438583603288,0.04358724462330397,0.45473974888528657,14.057087637778451,5.662465407845418,7.085204005842949,97.77624205186933,6744.573689311013,489.7301287712625,23.07917921801131,0,0,213.40118705042767,0.04718299794402776,3
1945.8377338915898,10.968122700977332,0.00701612823150144,0.745342037725932,2.905433881625463,0.2305434458503659,0.5578340032754259,86.68142375500487,554.5979887710317,518.0357970845089,13.705666008835681,1,0,65.0,0.004597172380384759,3
1698.396753440759,26.43546192866498,0.02340169619923356,0.09651343819608403,16.0,2.087609959384038,1.3635592928545344,535.7000150965579,2554.9093112307164,192.11858858775577,67.10506210626356,0,0,161.37468543082184,0.009355986686727802,3
582.2103992208971,5.594511896752856,0.002478136379758191,2.017706122763254,4.882122715327794,7.1331995862638955,0.20987520376761096,1020.6607383616436,2813.955913441641,64.13652214991158,48.367891849637,0,0,158.5121921981945,0.002262041267438299,3
527.2849409727811,52.05461374410114,0.003346586323125006,0.5814632687257126,8.118721525683112,0.07366682814327555,1.4569070418902401,1114.7889732520655,499.48373586543244,31.51603553071997,65.71016333627327,1,0,151.66331727997647,0.0039050600929460754,3
530.1281177361809,91.78735784490623,0.06495076536509396,0.735257420640551,9.877247394414793,1.2123992997617021,12.416562506127557,516.0478821277413,1390.2856875923896,408.0257480558908,70.02150278719313,0,1,137.0485082255449,0.023540310097101273,3
